airline,origin,dest,month,day_of_week,hour,distance,delayed
WN,DEN,JFK,5,6,13,619,1
AS,ATL,LAX,4,3,10,1946,1
WN,LAS,PHX,7,1,22,256,1
IX,COK,PNQ,5,6,13,671,0
F9,ATL,DFW,4,6,21,627,0
IX,GOI,MAA,1,5,15,802,1
QP,AMD,BOM,11,2,8,275,1
WN,LAS,DFW,10,1,5,396,0
UA,BOS,ORD,2,0,17,867,1
AS,DFW,JFK,9,5,8,1391,0
NK,LAX,ORD,4,1,15,1744,0
AA,LAX,ORD,2,4,7,1744,1
AI,DEL,CCU,4,4,19,810,0
QP,DEL,BOM,2,6,11,710,1
IX,PNQ,GOI,11,1,18,230,0
AA,MIA,ATL,8,1,9,595,1
F9,LAX,DFW,11,4,14,1235,0
B6,BOS,SEA,9,5,16,295,1
DL,ATL,PHX,1,0,5,908,1
F9,LAS,SFO,9,3,14,414,0
AS,BOS,JFK,11,3,22,187,0
QP,BLR,HYD,1,3,8,310,0
SG,PNQ,GOI,10,0,16,230,1
UK,DEL,GOI,7,3,9,940,1
UK,COK,DEL,10,0,8,1280,1
NK,PHX,LAX,3,3,20,1271,0
AS,ORD,LAS,7,2,13,1043,1
SG,COK,BLR,6,3,9,230,1
B6,SFO,ORD,4,6,13,186,1
AS,MIA,DFW,7,3,7,1019,1
WN,MIA,ATL,4,4,16,595,1
NK,LAS,ORD,3,1,22,1166,1
AI,BLR,CCU,11,6,12,970,0
SG,GOI,AMD,10,1,8,1256,1
SG,BLR,BOM,3,6,5,520,1
NK,LAX,PHX,3,5,19,200,0
AI,BLR,GOI,5,5,10,310,1
UK,DEL,CCU,7,3,8,810,1
AI,HYD,CCU,6,2,6,740,0
UK,HYD,AMD,8,2,22,253,1
AA,ORD,BOS,7,6,15,867,1
SG,HYD,GOI,3,5,10,1101,0
SG,BLR,GOI,12,3,19,310,1
6E,HYD,COK,8,0,13,1096,1
AS,LAS,SFO,10,5,11,414,0
IX,HYD,BLR,10,3,15,310,1
AI,BLR,DEL,2,2,9,1080,0
IX,MAA,PNQ,6,1,18,380,1
F9,ATL,LAX,9,0,21,1946,0
QP,COK,BOM,2,0,20,670,1
AA,JFK,ATL,6,0,17,760,1
AA,MIA,SEA,4,3,6,1063,1
WN,MIA,LAS,7,2,7,669,0
AS,PHX,SEA,6,0,18,1107,0
SG,COK,AMD,10,0,19,999,1
IX,DEL,BOM,5,1,5,710,0
B6,PHX,DFW,5,4,16,1078,0
AI,BLR,AMD,4,0,17,1132,1
AI,CCU,MAA,12,0,13,850,0
NK,LAS,SFO,11,3,18,414,1
B6,PHX,MIA,7,1,18,459,0
DL,DFW,DEN,7,1,22,641,0
WN,ATL,SFO,12,6,20,1294,1
IX,DEL,AMD,2,3,6,470,1
6E,BLR,AMD,4,0,14,544,1
IX,PNQ,COK,6,5,14,1005,0
DL,MIA,ATL,1,4,16,595,0
SG,HYD,COK,7,6,21,281,1
SG,GOI,BLR,4,5,21,310,1
SG,HYD,DEL,1,1,7,780,0
AI,COK,AMD,1,5,16,1396,1
AS,LAX,MIA,5,0,20,1284,1
F9,ORD,LAS,1,4,7,177,1
AS,LAS,ORD,10,1,7,992,0
6E,BOM,DEL,1,5,12,710,1
AA,MIA,BOS,3,5,11,1258,0
UK,COK,CCU,7,2,9,1144,1
AS,PHX,ATL,5,4,21,676,1
WN,SEA,DFW,2,0,9,277,1
6E,HYD,DEL,9,3,15,780,1
IX,BOM,HYD,6,6,13,390,0
DL,LAS,BOS,11,0,19,876,1
B6,ATL,MIA,5,5,20,595,1
IX,BOM,GOI,7,6,17,265,1
QP,GOI,COK,1,6,22,1130,1
WN,JFK,BOS,5,5,16,187,1
UK,AMD,BOM,8,4,10,275,0
SG,DEL,COK,6,3,21,1280,0
B6,MIA,JFK,10,2,14,1090,1
SG,AMD,CCU,2,5,10,725,1
SG,CCU,BLR,8,6,21,970,1
AA,DFW,PHX,6,0,20,1206,1
UA,ATL,BOS,9,1,13,816,0
F9,BOS,DFW,2,5,8,523,1
AS,SFO,DFW,12,3,15,1038,1
QP,AMD,GOI,4,1,6,1081,1
IX,BLR,PNQ,3,6,14,460,1
F9,SEA,DEN,3,0,17,1024,1
6E,BLR,HYD,1,1,14,310,0
UA,SFO,ATL,6,6,5,783,1
WN,LAX,DFW,12,3,20,1235,1
DL,DFW,ORD,2,4,11,664,1
AA,BOS,LAS,5,2,15,1211,0
QP,BLR,MAA,3,4,10,180,0
WN,DEN,DFW,5,4,11,641,1
UK,MAA,PNQ,1,5,14,1344,1
AI,BOM,AMD,7,3,13,275,0
B6,SFO,MIA,11,5,21,170,1
AS,SEA,PHX,7,1,17,1107,1
B6,MIA,DEN,12,0,14,171,1
UK,AMD,PNQ,5,5,6,820,0
WN,LAX,MIA,6,2,16,945,1
IX,GOI,CCU,7,1,21,1075,1
QP,CCU,BOM,9,2,8,1030,1
SG,BLR,COK,3,1,15,230,1
AS,PHX,JFK,11,5,6,984,0
IX,BLR,MAA,10,6,17,180,1
UK,HYD,COK,4,4,13,1188,0
WN,MIA,DEN,9,6,13,1265,0
AI,MAA,BOM,2,3,13,640,1
F9,ATL,SFO,4,2,7,1270,0
DL,ATL,MIA,9,6,15,595,0
UK,PNQ,AMD,10,5,13,1372,0
AA,ORD,MIA,6,1,22,1031,1
AI,CCU,GOI,10,4,18,1277,1
IX,PNQ,CCU,5,5,14,173,0
AI,DEL,HYD,12,6,5,780,0
UK,AMD,BLR,4,1,20,439,1
B6,DEN,ORD,9,4,7,888,1
SG,CCU,PNQ,3,1,16,968,0
UA,SFO,ORD,11,1,22,1326,0
NK,DFW,MIA,10,0,17,597,0
B6,MIA,ATL,11,2,17,595,1
IX,COK,MAA,1,4,18,340,1
NK,SFO,MIA,12,2,8,1294,1
WN,PHX,DEN,11,1,9,542,0
UK,COK,DEL,9,4,19,1280,0
IX,HYD,DEL,4,5,7,780,1
AS,DEN,PHX,5,2,22,969,1
AI,PNQ,GOI,2,2,6,230,1
WN,ORD,DEN,2,5,15,888,1
B6,JFK,DFW,6,2,18,1391,1
UK,PNQ,BOM,3,1,15,90,0
UK,GOI,HYD,12,4,15,574,1
QP,BOM,BLR,10,4,20,520,1
AI,BOM,MAA,9,0,10,640,1
IX,PNQ,CCU,6,1,22,514,0
AI,BLR,PNQ,7,5,20,460,1
AI,BOM,HYD,9,5,18,390,1
IX,PNQ,DEL,7,5,5,730,1
AS,DEN,BOS,5,5,13,1096,0
WN,DEN,ATL,2,5,11,1178,1
NK,DFW,BOS,3,2,16,643,1
UA,ATL,DFW,9,0,11,1166,1
AA,DEN,ATL,11,1,11,821,1
QP,DEL,PNQ,1,6,15,730,1
B6,ORD,JFK,11,3,10,740,0
AS,ATL,BOS,11,1,20,1045,1
6E,BOM,BLR,12,6,6,520,1
F9,DEN,PHX,7,3,9,794,1
AS,DEN,LAX,4,2,20,862,1
NK,PHX,JFK,2,4,15,196,1
WN,ORD,ATL,4,2,22,606,0
QP,BLR,CCU,10,2,8,970,1
AI,GOI,PNQ,12,2,22,230,1
B6,PHX,ORD,8,2,12,1038,0
AI,PNQ,DEL,2,1,17,730,1
DL,DEN,ORD,1,3,14,888,0
UK,MAA,DEL,7,4,10,1090,0
QP,AMD,PNQ,6,1,17,656,1
B6,LAX,MIA,5,5,7,782,1
AA,SEA,JFK,3,1,20,314,1
AI,AMD,PNQ,10,4,17,248,1
SG,COK,MAA,10,0,22,340,1
SG,DEL,HYD,5,3,8,780,1
WN,JFK,BOS,4,5,19,187,1
AA,SFO,DEN,6,5,17,551,1
SG,MAA,BOM,3,1,7,640,1
IX,MAA,DEL,9,6,18,1090,1
DL,LAX,DFW,3,5,6,1235,0
WN,JFK,SFO,2,4,14,478,1
6E,HYD,BLR,12,0,9,310,1
AI,AMD,COK,6,4,5,913,0
SG,MAA,COK,9,4,9,340,1
B6,MIA,LAX,7,6,6,307,1
AA,LAX,LAS,2,6,11,1117,1
AI,GOI,BLR,5,1,13,310,0
6E,CCU,BLR,12,5,10,970,0
NK,ORD,DEN,3,3,20,888,1
NK,ORD,MIA,12,0,14,948,1
UK,MAA,BOM,12,3,18,640,1
IX,MAA,COK,11,5,12,340,1
6E,HYD,CCU,2,3,9,740,0
AI,GOI,CCU,6,1,9,159,1
DL,JFK,LAS,10,5,9,800,1
QP,AMD,MAA,11,5,16,680,1
F9,LAS,SFO,9,3,7,414,1
QP,PNQ,CCU,9,5,5,629,1
6E,MAA,COK,2,3,18,340,0
IX,DEL,CCU,12,4,20,810,0
IX,CCU,GOI,10,5,10,685,1
NK,PHX,LAX,7,6,11,1255,1
IX,MAA,BLR,5,4,7,180,1
WN,MIA,DEN,7,3,6,977,1
AS,LAS,BOS,4,6,7,1292,1
B6,ATL,BOS,7,0,14,1034,0
AI,MAA,HYD,2,3,18,320,1
AA,ATL,LAX,8,2,16,1946,0
DL,PHX,ORD,9,0,12,496,0
AI,MAA,DEL,3,2,12,1090,0
SG,HYD,DEL,7,2,11,780,0
AI,BLR,AMD,10,3,21,843,1
AI,DEL,PNQ,3,1,14,730,0
AA,ORD,DEN,12,5,16,888,0
UK,PNQ,MAA,12,2,16,209,1
B6,DEN,BOS,4,0,10,277,0
IX,BOM,PNQ,2,5,17,90,1
F9,LAS,SEA,7,3,10,1395,1
B6,ORD,SFO,10,5,15,158,1
UA,LAX,DEN,5,3,22,862,1
B6,ORD,SFO,5,4,18,300,1
AI,COK,CCU,12,1,20,877,0
QP,CCU,BOM,9,3,7,1030,1
F9,LAS,BOS,3,3,15,486,1
SG,AMD,BOM,1,2,12,275,1
IX,AMD,MAA,9,2,14,182,0
AS,LAX,DFW,3,1,17,1235,0
AA,DFW,SFO,11,4,19,720,1
UK,PNQ,CCU,2,6,10,352,1
6E,AMD,CCU,5,5,22,1216,0
6E,HYD,CCU,2,2,9,740,1
WN,ATL,DFW,4,1,15,998,1
UK,DEL,HYD,3,4,6,780,1
UK,MAA,BOM,9,2,18,640,1
DL,JFK,LAX,5,4,6,2475,1
QP,BLR,GOI,6,2,13,310,0
UA,SFO,LAS,8,1,15,414,1
DL,ORD,SFO,4,4,10,1393,0
B6,ATL,ORD,7,4,5,606,1
6E,HYD,BOM,10,3,12,390,1
F9,DFW,LAX,2,6,18,1235,1
UA,JFK,DEN,3,1,11,1337,0
DL,BOS,MIA,5,6,9,1258,0
B6,PHX,JFK,10,4,17,384,1
AA,LAX,PHX,10,5,8,1235,1
AA,PHX,DEN,9,4,19,1226,1
B6,ATL,ORD,6,6,10,606,1
F9,ATL,DFW,3,0,20,637,1
AS,JFK,SFO,3,3,11,202,0
UK,HYD,BOM,7,5,18,390,1
F9,DEN,JFK,10,4,21,167,1
B6,JFK,SFO,11,0,15,234,1
F9,LAX,BOS,9,6,21,649,0
SG,BOM,CCU,7,0,12,1030,1
F9,DFW,SEA,10,0,11,623,0
WN,DFW,LAX,11,5,22,1235,0
AI,COK,BOM,9,2,5,670,1
QP,BOM,BLR,3,3,14,520,1
QP,DEL,GOI,6,6,14,940,0
DL,JFK,BOS,3,0,15,187,1
AI,BLR,DEL,2,5,17,1080,1
F9,DFW,PHX,5,1,15,168,0
AI,PNQ,GOI,2,4,9,230,0
SG,COK,DEL,1,1,13,1280,0
QP,AMD,MAA,6,6,16,210,1
QP,DEL,BOM,4,5,9,710,1
AS,JFK,LAX,5,3,18,2475,0
SG,COK,HYD,7,5,12,458,0
NK,DFW,PHX,4,6,7,980,1
QP,BOM,HYD,3,3,9,390,0
AI,BOM,MAA,8,0,20,640,0
AA,ORD,BOS,12,3,8,867,0
UK,CCU,BOM,3,4,20,1030,1
NK,SEA,PHX,12,5,16,1107,1
UK,PNQ,CCU,5,1,18,579,1
QP,DEL,COK,4,3,22,1280,1
AA,ORD,PHX,12,3,15,1215,1
6E,PNQ,HYD,12,5,5,1090,0
WN,DFW,JFK,2,0,20,1391,1
NK,BOS,JFK,10,6,7,187,1
AI,BOM,BLR,7,6,18,520,1
F9,MIA,DFW,3,2,17,781,0
QP,BLR,HYD,1,3,19,310,1
SG,GOI,CCU,4,2,12,1059,1
F9,ATL,PHX,7,1,9,1004,1
AA,ATL,JFK,8,3,9,760,1
6E,BOM,BLR,3,3,10,520,0
AI,HYD,DEL,1,4,14,780,1
F9,LAS,MIA,11,5,14,1301,0
WN,MIA,PHX,11,2,14,960,0
B6,MIA,LAS,8,2,6,191,1
IX,PNQ,BLR,1,4,13,460,1
SG,COK,DEL,7,6,12,1280,1
B6,LAS,SEA,7,1,11,1337,1
SG,COK,GOI,5,4,7,851,1
6E,BLR,HYD,4,3,9,310,1
AI,BOM,MAA,11,6,14,640,1
SG,BOM,AMD,9,2,11,275,1
DL,JFK,DEN,8,2,17,1088,1
6E,BOM,BLR,3,3,17,520,1
QP,MAA,AMD,12,6,20,1175,1
UK,DEL,COK,4,0,18,1280,0
B6,SFO,SEA,3,6,5,679,0
AI,DEL,CCU,7,6,7,810,1
AA,LAS,MIA,10,3,21,882,1
IX,CCU,BLR,8,2,11,970,1
AS,ATL,BOS,7,4,6,1284,1
F9,DEN,SFO,3,3,13,1311,1
SG,AMD,PNQ,6,5,17,249,1
AI,PNQ,AMD,7,6,13,481,1
IX,AMD,PNQ,7,5,16,1050,1
IX,PNQ,BLR,11,6,5,460,1
F9,DEN,MIA,10,5,22,627,0
WN,LAX,SFO,8,1,7,337,0
WN,PHX,JFK,1,6,10,1046,0
B6,DEN,LAX,1,0,17,862,1
WN,SEA,DFW,4,5,11,1120,1
SG,AMD,MAA,9,4,21,536,0
QP,BLR,COK,11,3,6,230,0
UA,DFW,SFO,4,0,17,1371,0
IX,CCU,COK,10,6,9,171,1
AS,PHX,ATL,4,0,10,1316,1
UK,BLR,CCU,1,4,10,970,1
DL,ORD,SFO,7,2,6,509,0
UA,ORD,SFO,4,1,10,495,1
AS,SFO,LAX,5,0,19,337,1
UK,COK,DEL,7,2,8,1280,1
DL,ATL,ORD,3,4,12,606,0
UK,AMD,DEL,8,6,7,470,1
AA,LAS,MIA,5,6,17,234,0
6E,MAA,AMD,12,0,21,1284,1
AA,ATL,ORD,10,0,22,606,1
WN,BOS,ATL,7,6,14,674,0
UA,SFO,LAX,5,1,11,337,1
DL,ORD,BOS,4,0,13,867,1
6E,AMD,MAA,11,6,12,632,0
DL,LAX,MIA,6,4,15,240,1
AA,SFO,ATL,4,6,9,255,0
AI,BLR,MAA,11,0,5,180,1
UK,AMD,BOM,1,4,7,275,1
DL,DFW,PHX,3,1,5,884,1
AI,HYD,BOM,4,6,7,390,1
IX,PNQ,DEL,9,2,17,730,1
AS,LAX,MIA,7,6,14,863,0
SG,DEL,MAA,1,5,9,1090,1
WN,SFO,BOS,9,3,8,1080,0
SG,COK,PNQ,11,1,11,1353,1
AA,BOS,SEA,6,4,9,880,1
6E,MAA,AMD,12,3,17,1395,1
B6,SFO,DEN,11,4,9,749,1
UK,DEL,HYD,8,3,14,780,1
B6,PHX,ORD,7,5,8,1336,0
F9,SEA,DEN,6,5,8,1024,1
UA,SFO,SEA,5,3,12,679,1
NK,DFW,ORD,2,0,15,787,1
AA,LAX,DEN,10,5,7,862,1
6E,AMD,MAA,9,2,13,560,1
AA,ORD,JFK,4,1,14,740,1
F9,DFW,MIA,12,6,12,721,1
B6,LAS,DEN,9,1,5,778,0
SG,HYD,PNQ,10,2,14,467,0
DL,DEN,SEA,8,6,7,1024,0
UA,JFK,DFW,7,5,20,1391,1
AI,BLR,HYD,4,4,11,310,1
SG,COK,BLR,6,3,22,230,1
DL,SEA,LAX,11,0,22,954,0
AS,ORD,DFW,7,3,11,995,1
DL,LAX,SFO,9,6,15,337,1
IX,PNQ,CCU,7,0,12,971,0
SG,BOM,MAA,9,6,15,640,0
AS,LAX,ATL,11,6,20,1946,1
UA,ATL,DEN,12,2,8,924,0
UK,GOI,DEL,2,1,22,940,0
IX,PNQ,BLR,6,0,9,460,0
6E,COK,CCU,3,4,15,686,1
6E,COK,DEL,2,6,12,1280,1
IX,MAA,AMD,8,4,18,828,1
NK,DFW,SFO,5,5,14,1298,0
NK,DFW,LAX,7,6,21,1235,1
F9,LAS,ORD,4,0,11,833,0
6E,PNQ,BLR,7,5,19,460,1
UK,PNQ,GOI,4,3,11,230,0
UK,BOM,AMD,12,6,19,275,1
WN,DFW,JFK,6,4,14,1391,0
WN,SEA,ORD,9,5,19,1318,1
SG,CCU,COK,6,3,14,663,1
SG,AMD,BOM,1,3,21,275,1
QP,MAA,AMD,5,0,10,419,0
B6,PHX,SFO,7,6,7,873,1
UA,BOS,MIA,10,4,16,1258,1
SG,BOM,AMD,12,2,19,275,1
UA,SFO,BOS,4,1,12,463,0
DL,BOS,SFO,8,5,8,440,1
6E,CCU,COK,10,0,19,752,0
QP,BOM,CCU,11,3,21,1030,1
AS,MIA,SFO,4,5,21,1282,0
QP,MAA,BLR,4,6,9,180,1
NK,ORD,LAS,11,4,21,983,0
SG,DEL,CCU,3,1,14,810,1
SG,BOM,HYD,2,1,11,390,1
QP,PNQ,DEL,11,6,6,730,0
F9,MIA,DEN,3,4,22,524,1
F9,PHX,ATL,2,6,14,1273,1
DL,MIA,BOS,11,1,9,1258,1
B6,SFO,SEA,2,1,12,679,1
AA,DFW,LAX,4,5,9,1235,1
B6,ORD,LAX,10,4,21,1744,1
AI,DEL,HYD,8,5,21,780,1
IX,AMD,COK,10,2,6,741,1
QP,GOI,COK,11,2,21,1333,0
6E,GOI,BOM,11,5,13,265,1
AA,DFW,ORD,11,6,18,729,0
WN,PHX,SFO,5,0,15,152,1
UA,LAS,DFW,1,0,17,165,1
IX,PNQ,DEL,7,2,21,730,1
UK,AMD,COK,1,6,12,1198,0
AS,SFO,ATL,6,0,22,719,1
F9,PHX,ATL,3,6,14,1143,0
AS,PHX,ATL,5,5,20,1269,1
SG,BLR,COK,11,2,18,230,1
AA,SEA,DFW,5,1,10,159,0
6E,CCU,COK,4,2,19,274,0
UA,DFW,PHX,5,0,7,935,0
B6,PHX,MIA,4,6,13,526,1
QP,BLR,BOM,3,6,22,520,1
QP,BLR,BOM,6,2,14,520,1
6E,AMD,BLR,7,4,18,879,1
DL,ORD,ATL,6,3,10,606,1
NK,ORD,SFO,3,3,21,639,1
AS,LAX,SEA,6,1,5,954,1
AS,MIA,BOS,4,0,19,1258,1
UK,GOI,HYD,1,3,19,1204,1
WN,PHX,DEN,10,3,6,582,0
QP,BOM,GOI,10,0,22,265,1
6E,HYD,DEL,11,4,6,780,1
QP,COK,CCU,9,6,8,653,1
QP,AMD,MAA,8,4,13,684,0
IX,DEL,CCU,7,4,13,810,1
IX,PNQ,DEL,2,0,13,730,1
AI,BLR,AMD,2,3,17,467,1
NK,MIA,SFO,11,1,16,238,1
DL,MIA,SEA,8,6,11,188,0
NK,SFO,ATL,8,5,11,748,1
IX,CCU,HYD,1,5,6,740,1
F9,DEN,ORD,7,2,21,888,0
AA,DEN,ORD,1,4,18,888,1
UA,JFK,ATL,5,0,9,760,1
AI,BOM,AMD,10,3,17,275,0
UK,AMD,PNQ,8,4,14,1212,0
6E,CCU,DEL,7,1,19,810,1
6E,MAA,COK,9,2,16,340,0
IX,BOM,HYD,11,2,10,390,1
6E,CCU,DEL,3,5,8,810,1
AS,ORD,DEN,8,5,12,888,0
F9,SEA,LAS,7,4,14,702,0
AS,PHX,SEA,5,4,15,1107,1
WN,PHX,LAS,11,0,20,256,1
AA,SEA,DEN,12,1,5,1024,1
B6,SEA,LAS,9,0,9,968,1
WN,PHX,ORD,7,2,20,279,0
AA,LAS,BOS,12,0,19,1201,1
SG,HYD,DEL,8,5,9,780,1
UA,BOS,ORD,3,4,14,867,1
AI,PNQ,AMD,8,6,15,452,0
6E,CCU,HYD,2,6,6,740,1
QP,COK,BOM,8,6,7,670,1
SG,DEL,CCU,12,6,5,810,1
B6,LAX,DEN,4,5,9,862,1
IX,COK,CCU,2,4,11,742,1
B6,LAS,PHX,1,6,8,256,1
SG,DEL,HYD,2,0,13,780,1
6E,COK,GOI,10,6,12,345,0
DL,SFO,DEN,5,5,14,685,0
DL,DEN,LAX,9,0,18,862,0
AS,DFW,ORD,1,5,12,267,0
WN,DEN,SEA,12,4,9,1024,1
UK,AMD,GOI,7,1,13,591,0
UK,DEL,MAA,2,0,11,1090,1
B6,JFK,ORD,8,3,16,740,1
AI,MAA,HYD,10,1,7,320,1
AI,HYD,COK,1,0,6,233,1
SG,HYD,GOI,12,0,12,1224,0
QP,COK,MAA,2,5,20,340,0
AI,GOI,AMD,12,4,10,1341,1
WN,ORD,MIA,7,3,18,568,1
F9,DFW,ATL,2,2,16,352,0
SG,AMD,BOM,3,3,13,275,1
6E,MAA,DEL,10,2,15,1090,0
IX,AMD,MAA,6,3,21,1371,1
SG,COK,PNQ,12,0,13,632,1
B6,PHX,JFK,2,5,10,987,1
B6,LAS,ORD,3,0,21,859,1
QP,MAA,HYD,12,0,16,320,1
UK,MAA,BLR,6,4,8,180,1
IX,BOM,BLR,2,2,7,520,1
F9,LAX,SFO,9,6,22,337,0
AI,BOM,DEL,4,6,6,710,1
NK,SEA,LAS,12,5,6,1115,0
AS,DEN,LAS,6,3,10,284,0
B6,LAS,PHX,6,0,17,256,0
AA,BOS,PHX,11,0,9,559,0
UK,CCU,AMD,6,4,15,1186,1
IX,COK,CCU,5,6,18,723,1
IX,AMD,DEL,1,1,11,470,1
UK,COK,PNQ,6,3,9,309,0
SG,BOM,COK,3,5,10,670,0
SG,AMD,BLR,6,5,19,943,1
IX,DEL,AMD,9,4,9,470,1
SG,HYD,COK,12,2,16,941,1
UK,PNQ,GOI,9,5,9,230,0
QP,PNQ,DEL,5,3,18,730,1
QP,MAA,BLR,2,1,9,180,0
SG,CCU,AMD,11,1,7,774,0
UA,SFO,BOS,8,2,15,752,1
WN,ATL,ORD,12,1,6,606,1
AA,SFO,ORD,9,6,11,1134,1
AI,COK,CCU,2,0,18,348,0
IX,COK,AMD,4,4,20,781,1
B6,ORD,LAX,7,5,19,1744,1
UA,JFK,DFW,5,4,19,1391,1
DL,DFW,BOS,3,3,20,175,0
B6,DEN,SFO,4,3,14,193,0
NK,DFW,LAS,6,4,10,247,0
UK,AMD,PNQ,7,0,11,307,1
UK,GOI,BOM,3,5,14,265,1
B6,DFW,ORD,2,4,9,1047,1
IX,COK,GOI,10,0,15,462,1
AI,PNQ,MAA,8,2,9,335,1
UA,DEN,ORD,9,2,22,888,0
UK,PNQ,GOI,4,5,17,230,1
AI,MAA,DEL,9,3,9,1090,1
AS,LAX,JFK,9,2,13,2475,0
AI,COK,DEL,1,1,16,1280,1
F9,SEA,DEN,3,5,8,1024,1
UA,JFK,SFO,5,3,22,631,1
6E,PNQ,DEL,5,5,19,730,0
WN,LAS,PHX,4,2,21,256,0
AI,MAA,BOM,12,4,7,640,1
IX,MAA,CCU,5,1,14,850,0
AA,DEN,MIA,5,4,5,1232,0
6E,BLR,MAA,9,4,19,180,1
UA,ORD,SFO,11,0,15,1205,1
AI,COK,CCU,4,0,7,508,1
DL,MIA,LAX,12,4,21,1060,1
6E,DEL,GOI,8,1,22,940,0
UA,SEA,PHX,5,0,22,1107,1
AS,DFW,ORD,5,6,13,1102,0
QP,PNQ,MAA,2,4,22,294,1
QP,PNQ,AMD,2,3,22,410,1
DL,DFW,ATL,11,3,16,1379,1
IX,GOI,DEL,3,3,18,940,1
AA,PHX,DEN,3,3,14,686,0
6E,COK,BLR,7,2,22,230,0
QP,MAA,BLR,1,5,8,180,0
DL,LAX,PHX,8,1,21,306,1
QP,CCU,GOI,4,0,14,786,1
IX,BOM,CCU,11,0,9,1030,1
AA,BOS,JFK,9,4,13,187,1
SG,AMD,COK,5,4,22,1196,1
DL,MIA,SFO,1,1,14,803,1
IX,DEL,HYD,5,0,8,780,0
AA,JFK,PHX,10,3,15,543,1
F9,SFO,DFW,7,5,11,1148,0
6E,MAA,AMD,8,0,8,722,1
QP,BLR,AMD,8,6,14,242,0
AS,SFO,DFW,6,4,18,168,1
B6,DEN,ATL,5,0,5,516,0
F9,ORD,SEA,9,2,9,197,1
AA,PHX,JFK,12,0,10,1298,1
QP,HYD,BLR,5,4,19,310,1
SG,COK,BLR,9,1,20,230,1
F9,SEA,MIA,2,0,10,466,0
QP,PNQ,GOI,9,5,21,230,0
UK,BOM,GOI,6,0,9,265,1
WN,ATL,SFO,5,0,5,1009,1
6E,DEL,PNQ,7,0,16,730,1
WN,JFK,ATL,6,0,11,760,1
AI,BLR,COK,6,0,16,230,0
IX,PNQ,DEL,8,2,8,730,1
UA,ORD,MIA,5,4,21,359,1
DL,ATL,ORD,5,1,19,606,0
NK,BOS,DEN,12,6,8,863,1
QP,COK,BLR,5,4,21,230,1
WN,SFO,ATL,8,6,19,1197,1
IX,DEL,COK,12,0,22,1280,1
DL,ORD,JFK,10,4,10,740,0
SG,AMD,HYD,6,6,15,778,0
UA,LAS,JFK,1,5,17,665,1
WN,MIA,SEA,2,4,17,800,1
AI,PNQ,BOM,8,3,14,90,1
DL,PHX,LAS,4,1,21,256,0
NK,PHX,LAX,8,6,22,836,1
F9,ATL,ORD,2,1,22,606,1
B6,BOS,PHX,11,5,17,399,1
F9,BOS,ATL,2,4,9,860,0
AI,HYD,COK,6,0,17,404,0
6E,HYD,PNQ,12,1,19,1117,1
QP,BOM,HYD,5,5,5,390,0
AS,SEA,BOS,5,3,15,389,0
AI,MAA,CCU,6,2,19,850,1
UA,ORD,DFW,8,3,11,627,0
QP,AMD,HYD,2,2,7,629,1
WN,BOS,JFK,11,3,7,187,0
F9,ORD,ATL,4,5,18,606,0
IX,GOI,BOM,12,6,17,265,1
UK,MAA,DEL,2,6,18,1090,0
IX,COK,PNQ,6,1,13,1355,0
WN,PHX,ATL,1,2,12,300,0
B6,MIA,DFW,2,5,21,299,1
B6,DFW,MIA,9,6,8,166,1
B6,ATL,SFO,1,2,11,575,1
UK,MAA,GOI,5,2,13,193,0
SG,BOM,HYD,3,5,7,390,1
WN,SFO,JFK,1,4,21,229,0
UA,ATL,SFO,5,3,9,682,0
SG,MAA,CCU,4,3,20,850,0
SG,DEL,MAA,12,5,5,1090,0
IX,COK,DEL,10,6,16,1280,1
AI,CCU,DEL,2,6,21,810,0
6E,COK,BLR,5,2,12,230,0
6E,MAA,GOI,9,6,10,400,0
QP,HYD,GOI,5,4,6,421,1
QP,CCU,HYD,11,0,17,740,1
NK,SFO,LAX,8,0,16,337,1
UA,MIA,LAX,8,6,15,1001,0
UA,PHX,DEN,11,0,21,420,1
DL,MIA,JFK,11,1,10,1090,1
QP,HYD,BOM,1,0,11,390,1
AA,MIA,SEA,2,5,22,605,0
AA,PHX,LAX,7,4,9,611,1
NK,LAX,PHX,11,3,21,1252,0
QP,MAA,BOM,8,3,16,640,1
UK,PNQ,CCU,2,5,14,1283,1
UA,DFW,ORD,5,6,22,253,1
UA,ATL,ORD,12,3,12,606,1
AA,MIA,SFO,5,4,17,385,1
UA,LAS,BOS,7,6,14,1181,1
IX,MAA,AMD,3,4,22,623,1
SG,COK,AMD,5,0,18,1034,0
IX,AMD,MAA,4,0,21,716,1
AA,ATL,PHX,3,2,6,309,1
IX,PNQ,BOM,12,6,16,90,1
UA,LAS,BOS,3,1,14,990,0
6E,CCU,GOI,8,3,7,792,0
IX,HYD,BOM,1,6,19,390,1
WN,SEA,LAS,2,6,8,474,1
SG,MAA,BOM,12,3,18,640,1
QP,HYD,COK,2,4,19,495,0
UK,CCU,HYD,4,6,20,740,1
QP,MAA,GOI,3,6,6,209,0
IX,AMD,BOM,9,2,7,275,1
AS,MIA,SFO,12,5,9,1312,0
6E,AMD,GOI,12,0,14,378,1
SG,BOM,AMD,9,2,8,275,1
F9,DEN,LAS,1,2,11,332,0
AI,BOM,COK,9,2,15,670,0
AI,AMD,COK,4,4,9,947,1
